Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,variant,variant-index,creator,lifecycle:transition,workgroup,Resource,Activity
Case 301,Closed,Value 1,2010-06-10 11:02:00.000,Variant 20,20,Variant 20,20,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 301,END,artificial,2010-06-10 11:02:00.001,Variant 20,20,Variant 20,20,Fluxicon Disco,complete,,,
Case 302,START,artificial,2010-11-19 16:53:46.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 302,Assign seriousness,Value 2,2010-11-19 16:53:46.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 9,Assign seriousness
Case 302,Take in charge ticket,Value 2,2010-11-19 17:24:12.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 6,Take in charge ticket
Case 302,Resolve ticket,Value 2,2010-11-22 08:52:33.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 6,Resolve ticket
Case 302,Closed,Value 2,2010-12-26 17:00:29.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 5,Closed
Case 302,END,artificial,2010-12-26 17:00:29.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 303,START,artificial,2012-02-06 08:29:20.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 303,Assign seriousness,Value 1,2012-02-06 08:29:20.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 303,Take in charge ticket,Value 1,2012-02-06 08:29:28.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 303,Resolve ticket,Value 1,2012-02-06 08:57:12.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 303,Closed,Value 1,2012-03-15 08:30:46.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 303,END,artificial,2012-03-15 08:30:46.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 304,START,artificial,2011-10-05 15:48:22.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 304,Assign seriousness,Value 1,2011-10-05 15:48:22.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 304,Take in charge ticket,Value 1,2011-10-06 09:30:22.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
Case 304,Resolve ticket,Value 1,2011-10-06 13:48:54.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 304,Closed,Value 1,2011-11-12 16:52:36.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 304,END,artificial,2011-11-12 16:52:36.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 305,START,artificial,2012-05-07 07:41:51.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 305,Assign seriousness,Value 1,2012-05-07 07:41:51.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 9,Assign seriousness
Case 305,Take in charge ticket,Value 1,2012-05-07 08:10:51.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
Case 305,Wait,Value 1,2012-05-07 10:36:28.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 9,Wait
Case 305,Resolve ticket,Value 1,2012-05-15 12:35:47.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 305,Closed,Value 1,2012-06-22 08:50:22.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 305,END,artificial,2012-06-22 08:50:22.001,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 306,START,artificial,2010-09-20 15:22:30.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 306,Assign seriousness,Value 1,2010-09-20 15:22:30.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 306,Take in charge ticket,Value 1,2010-09-20 15:23:07.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 306,Resolve ticket,Value 1,2010-09-20 15:24:30.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 306,Closed,Value 1,2010-11-03 16:30:42.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 306,END,artificial,2010-11-03 16:30:42.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 307,START,artificial,2012-06-22 08:02:34.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 307,Assign seriousness,Value 1,2012-06-22 08:02:34.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 307,Take in charge ticket,Value 1,2012-06-25 10:06:08.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 9,Take in charge ticket
Case 307,Resolve ticket,Value 1,2012-06-25 10:27:09.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 307,Closed,Value 1,2012-08-09 08:10:38.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 307,END,artificial,2012-08-09 08:10:38.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 308,START,artificial,2013-02-18 13:36:43.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 308,Assign seriousness,Value 1,2013-02-18 13:36:43.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Assign seriousness
Case 308,Take in charge ticket,Value 1,2013-04-02 14:32:10.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 308,Resolve ticket,Value 1,2013-04-02 14:51:20.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 308,Closed,Value 1,2013-04-17 14:51:43.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 308,END,artificial,2013-04-17 14:51:43.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 309,START,artificial,2012-07-20 07:01:08.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 309,Assign seriousness,Value 1,2012-07-20 07:01:08.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 309,Take in charge ticket,Value 1,2012-07-23 14:08:08.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Take in charge ticket
Case 309,Resolve ticket,Value 1,2012-07-23 14:21:41.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 309,Closed,Value 1,2012-09-13 07:10:26.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 309,END,artificial,2012-09-13 07:10:26.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 310,START,artificial,2011-06-09 10:44:38.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 310,Assign seriousness,Value 1,2011-06-09 10:44:38.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 13,Assign seriousness
Case 310,Take in charge ticket,Value 1,2011-07-01 07:47:17.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 7,Take in charge ticket
Case 310,Wait,Value 1,2011-07-01 15:15:06.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 7,Wait
Case 310,Resolve ticket,Value 1,2011-07-14 15:42:45.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 310,Closed,Value 1,2011-07-29 15:43:11.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 310,END,artificial,2011-07-29 15:43:11.001,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 311,START,artificial,2012-03-20 10:06:08.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 311,Assign seriousness,Value 1,2012-03-20 10:06:08.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Assign seriousness
Case 311,Take in charge ticket,Value 1,2012-03-20 10:06:45.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Take in charge ticket
Case 311,Resolve ticket,Value 1,2012-03-20 10:07:16.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Resolve ticket
Case 311,Closed,Value 1,2012-04-20 09:10:28.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 311,END,artificial,2012-04-20 09:10:28.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 312,START,artificial,2012-07-18 10:56:54.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 312,Assign seriousness,Value 2,2012-07-18 10:56:54.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 1,Assign seriousness
Case 312,Take in charge ticket,Value 2,2012-07-18 13:29:20.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 6,Take in charge ticket
Case 312,Resolve ticket,Value 2,2012-07-19 07:10:42.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 6,Resolve ticket
Case 312,Closed,Value 2,2012-09-01 08:14:11.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 2,Value 5,Closed
Case 312,END,artificial,2012-09-01 08:14:11.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 313,START,artificial,2013-04-03 14:32:40.999,Variant 100,100,Variant 100,100,Fluxicon Disco,complete,,,
Case 313,Assign seriousness,Value 1,2013-04-03 14:32:40.999,Variant 100,100,Variant 100,100,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 313,Take in charge ticket,Value 1,2013-04-19 07:23:40.000,Variant 100,100,Variant 100,100,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 313,Wait,Value 1,2013-04-19 13:30:03.000,Variant 100,100,Variant 100,100,Fluxicon Disco,complete,Value 1,Value 4,Wait
Case 313,Require upgrade,Value 1,2013-04-19 14:49:21.000,Variant 100,100,Variant 100,100,Fluxicon Disco,complete,Value 1,Value 4,Require upgrade
Case 313,Wait,Value 1,2013-04-19 14:49:38.000,Variant 100,100,Variant 100,100,Fluxicon Disco,complete,Value 1,Value 4,Wait
Case 313,Resolve ticket,Value 1,2013-04-30 13:26:35.000,Variant 100,100,Variant 100,100,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 313,Resolve ticket,Value 1,2013-04-30 13:33:08.000,Variant 100,100,Variant 100,100,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 313,Closed,Value 1,2013-05-15 13:26:57.000,Variant 100,100,Variant 100,100,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 313,END,artificial,2013-05-15 13:26:57.001,Variant 100,100,Variant 100,100,Fluxicon Disco,complete,,,
Case 314,START,artificial,2011-04-14 08:29:39.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 314,Assign seriousness,Value 1,2011-04-14 08:29:39.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 13,Assign seriousness
Case 314,Take in charge ticket,Value 1,2011-04-18 09:50:42.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 314,Resolve ticket,Value 1,2011-04-18 09:57:59.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 314,Closed,Value 1,2011-05-28 08:30:33.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 314,END,artificial,2011-05-28 08:30:33.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 315,START,artificial,2010-11-09 15:17:12.999,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,,,
Case 315,Assign seriousness,Value 1,2010-11-09 15:17:12.999,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 14,Assign seriousness
Case 315,Take in charge ticket,Value 1,2010-11-09 15:17:47.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 14,Take in charge ticket
Case 315,Wait,Value 1,2010-11-18 15:11:59.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 14,Wait
Case 315,Take in charge ticket,Value 1,2010-12-06 15:21:54.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 14,Take in charge ticket
Case 315,Resolve ticket,Value 1,2010-12-06 15:22:11.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 14,Resolve ticket
Case 315,Closed,Value 1,2010-12-21 15:22:22.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 315,END,artificial,2010-12-21 15:22:22.001,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,,,
Case 316,START,artificial,2010-09-03 08:38:26.999,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,,,
Case 316,Assign seriousness,Value 2,2010-09-03 08:38:26.999,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 2,Value 7,Assign seriousness
Case 316,Assign seriousness,Value 2,2010-09-03 08:48:54.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 2,Value 2,Assign seriousness
Case 316,Take in charge ticket,Value 2,2010-09-06 15:27:05.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 2,Value 11,Take in charge ticket
Case 316,Resolve ticket,Value 2,2010-09-06 15:28:17.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 2,Value 11,Resolve ticket
Case 316,Closed,Value 2,2010-10-13 08:40:41.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 2,Value 5,Closed
Case 316,END,artificial,2010-10-13 08:40:41.001,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,,,
Case 317,START,artificial,2013-09-24 07:24:54.999,Variant 10,10,Variant 10,10,Fluxicon Disco,complete,,,
Case 317,Assign seriousness,Value 1,2013-09-24 07:24:54.999,Variant 10,10,Variant 10,10,Fluxicon Disco,complete,Value 1,Value 1,Assign seriousness
Case 317,Take in charge ticket,Value 1,2013-09-24 07:25:43.000,Variant 10,10,Variant 10,10,Fluxicon Disco,complete,Value 1,Value 1,Take in charge ticket
Case 317,Require upgrade,Value 1,2013-10-10 06:53:09.000,Variant 10,10,Variant 10,10,Fluxicon Disco,complete,Value 1,Value 2,Require upgrade
Case 317,Resolve ticket,Value 1,2013-10-18 15:30:47.000,Variant 10,10,Variant 10,10,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 317,Closed,Value 1,2013-11-02 16:31:07.000,Variant 10,10,Variant 10,10,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 317,END,artificial,2013-11-02 16:31:07.001,Variant 10,10,Variant 10,10,Fluxicon Disco,complete,,,
Case 318,START,artificial,2012-05-28 14:36:20.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 318,Assign seriousness,Value 1,2012-05-28 14:36:20.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Assign seriousness
Case 318,Take in charge ticket,Value 1,2012-05-30 11:01:54.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Take in charge ticket
Case 318,Resolve ticket,Value 1,2012-05-31 07:51:47.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 4,Resolve ticket
Case 318,Closed,Value 1,2012-06-28 14:40:27.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 318,END,artificial,2012-06-28 14:40:27.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 319,START,artificial,2010-12-28 16:23:39.999,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,,,
Case 319,Assign seriousness,Value 1,2010-12-28 16:23:39.999,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 8,Assign seriousness
Case 319,Take in charge ticket,Value 1,2011-01-18 15:33:26.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 319,Wait,Value 1,2011-01-18 15:40:19.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 2,Wait
Case 319,Take in charge ticket,Value 1,2011-01-21 14:36:47.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 319,Resolve ticket,Value 1,2011-01-21 14:36:56.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 319,Closed,Value 1,2011-02-05 14:37:10.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 319,END,artificial,2011-02-05 14:37:10.001,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,,,
Case 320,START,artificial,2010-12-27 16:12:52.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 320,Assign seriousness,Value 1,2010-12-27 16:12:52.999,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 13,Assign seriousness
Case 320,Take in charge ticket,Value 1,2010-12-27 16:51:07.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 320,Resolve ticket,Value 1,2011-01-20 10:48:38.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 320,Closed,Value 1,2011-02-04 10:49:01.000,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 320,END,artificial,2011-02-04 10:49:01.001,Variant 1,1,Variant 1,1,Fluxicon Disco,complete,,,
Case 321,START,artificial,2010-07-01 09:53:01.999,Variant 13,13,Variant 13,13,Fluxicon Disco,complete,,,
Case 321,Assign seriousness,Value 2,2010-07-01 09:53:01.999,Variant 13,13,Variant 13,13,Fluxicon Disco,complete,Value 2,Value 19,Assign seriousness
Case 321,Assign seriousness,Value 2,2010-07-01 12:33:00.000,Variant 13,13,Variant 13,13,Fluxicon Disco,complete,Value 2,Value 2,Assign seriousness
Case 321,Take in charge ticket,Value 2,2010-07-01 16:43:16.000,Variant 13,13,Variant 13,13,Fluxicon Disco,complete,Value 2,Value 6,Take in charge ticket
Case 321,Wait,Value 2,2010-07-01 16:55:02.000,Variant 13,13,Variant 13,13,Fluxicon Disco,complete,Value 2,Value 6,Wait
Case 321,Take in charge ticket,Value 2,2010-07-02 12:15:07.000,Variant 13,13,Variant 13,13,Fluxicon Disco,complete,Value 2,Value 16,Take in charge ticket
Case 321,Resolve ticket,Value 2,2010-07-02 12:39:50.000,Variant 13,13,Variant 13,13,Fluxicon Disco,complete,Value 2,Value 16,Resolve ticket
Case 321,Closed,Value 2,2010-08-14 10:00:29.000,Variant 13,13,Variant 13,13,Fluxicon Disco,complete,Value 2,Value 5,Closed
Case 321,END,artificial,2010-08-14 10:00:29.001,Variant 13,13,Variant 13,13,Fluxicon Disco,complete,,,
Case 322,START,artificial,2010-11-25 11:50:30.999,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,,,
Case 322,Assign seriousness,Value 1,2010-11-25 11:50:30.999,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 14,Assign seriousness
Case 322,Take in charge ticket,Value 1,2010-11-25 11:50:46.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 14,Take in charge ticket
Case 322,Wait,Value 1,2010-11-26 10:27:40.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 14,Wait
Case 322,Take in charge ticket,Value 1,2010-12-13 15:43:50.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 14,Take in charge ticket
Case 322,Resolve ticket,Value 1,2010-12-13 15:44:04.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 14,Resolve ticket
Case 322,Closed,Value 1,2010-12-28 15:44:23.000,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 322,END,artificial,2010-12-28 15:44:23.001,Variant 3,3,Variant 3,3,Fluxicon Disco,complete,,,
Case 323,START,artificial,2013-11-26 13:37:32.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 323,Assign seriousness,Value 1,2013-11-26 13:37:32.999,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 18,Assign seriousness
Case 323,Take in charge ticket,Value 1,2013-12-11 13:19:51.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 323,Wait,Value 1,2013-12-11 13:20:26.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 2,Wait
Case 323,Resolve ticket,Value 1,2013-12-19 09:58:37.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 2,Resolve ticket
Case 323,Closed,Value 1,2014-01-03 09:58:58.000,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 323,END,artificial,2014-01-03 09:58:58.001,Variant 2,2,Variant 2,2,Fluxicon Disco,complete,,,
Case 324,START,artificial,2012-09-06 08:45:03.999,Variant 11,11,Variant 11,11,Fluxicon Disco,complete,,,
Case 324,Take in charge ticket,Value 1,2012-09-06 08:45:03.999,Variant 11,11,Variant 11,11,Fluxicon Disco,complete,Value 1,Value 1,Take in charge ticket
Case 324,Resolve ticket,Value 1,2012-09-24 10:34:43.000,Variant 11,11,Variant 11,11,Fluxicon Disco,complete,Value 1,Value 1,Resolve ticket
Case 324,Closed,Value 1,2012-10-09 10:35:04.000,Variant 11,11,Variant 11,11,Fluxicon Disco,complete,Value 1,Value 3,Closed
Case 324,END,artificial,2012-10-09 10:35:04.001,Variant 11,11,Variant 11,11,Fluxicon Disco,complete,,,
Case 325,START,artificial,2011-02-01 14:02:02.999,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,,,
Case 325,Assign seriousness,Value 1,2011-02-01 14:02:02.999,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 8,Assign seriousness
Case 325,Assign seriousness,Value 1,2011-02-15 16:52:44.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 2,Assign seriousness
Case 325,Take in charge ticket,Value 1,2011-02-15 16:52:51.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 2,Take in charge ticket
Case 325,Resolve ticket,Value 1,2011-02-21 14:06:23.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 9,Resolve ticket
Case 325,Closed,Value 1,2011-03-08 14:06:41.000,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,Value 1,Value 5,Closed
Case 325,END,artificial,2011-03-08 14:06:41.001,Variant 4,4,Variant 4,4,Fluxicon Disco,complete,,,
Case 326,START,artificial,2013-03-08 17:04:37.999,Variant 47,47,Variant 47,47,Fluxicon Disco,complete,,,
